8930	4993	366.97296
8930	260	350.9204
8930	3578	316.90622
8930	541	307.16327
8930	318	303.9241
8930	2858	298.71692
8930	356	295.78522
8930	2762	293.41928
8930	5445	291.33347
8930	1214	288.36282
8930	4973	277.45898
8930	1036	265.22733
8930	2716	251.97049
8930	33493	242.4124
8930	1208	241.89314
8930	527	240.50351
8930	4963	235.63837
8930	2997	228.63922
8930	1193	228.09729
8930	778	227.99002
8930	44191	225.02106
8930	1197	224.47295
8930	457	223.88817
8930	364	221.58553
8930	1221	211.82803
8930	5989	210.3843
8930	3949	208.44406
8930	5669	205.58698
8930	4011	202.54034
8930	750	200.09212
8930	7090	198.38896
8930	5618	198.16304
8930	1704	196.71211
8930	2692	194.3489
8930	6870	194.13249
8930	1206	193.28114
8930	4034	192.14981
8930	5218	189.74495
8930	30707	189.59717
8930	1387	189.26445
8930	6502	189.2304
8930	500	187.90762
8930	41569	186.87053
8930	1222	186.66942
8930	8644	182.56151
8930	5902	182.11972
8930	6016	181.68059
8930	3751	181.64807
8930	2329	180.86894
8930	40815	180.8232
1510	2571	198.32999
1510	6874	159.79439
1510	7438	148.62949
1510	296	143.60432
1510	32587	138.09236
1510	4226	137.86009
1510	4973	137.49626
1510	356	132.3294
1510	48774	132.0967
1510	48780	130.36842
1510	48394	119.61758
1510	46578	119.35531
1510	49530	117.74368
1510	47	117.38285
1510	6711	117.242714
1510	55820	115.09267
1510	44195	109.249535
1510	8636	107.97925
1510	50	107.17101
1510	3578	106.846344
1510	2028	106.7093
1510	7254	106.65168
1510	6365	105.30363
1510	6333	105.20789
1510	3147	103.9949
1510	8360	101.76607
1510	5618	101.49391
1510	44199	100.155045
1510	293	96.38975
1510	5218	94.714264
1510	480	92.499275
1510	46976	90.70115
1510	589	89.333565
1510	780	88.27701
1510	1240	88.07938
1510	2692	87.591644
1510	33679	87.259224
1510	7090	87.14449
1510	6870	86.66675
1510	7147	86.50066
1510	8957	85.42044
1510	6016	85.35679
1510	32	85.204636
1510	6378	84.90861
1510	3949	84.06065
1510	8784	83.91585
1510	5903	83.78272
1510	8368	83.21432
1510	45950	82.54383
1510	1213	81.9045
70974	1198	775.2933
70974	2959	706.83466
70974	593	680.88763
70974	4226	659.2165
70974	3996	610.41473
70974	1527	579.0592
70974	5445	577.5468
70974	1097	570.6185
70974	1089	569.0773
70974	2011	542.53784
70974	380	522.17163
70974	7361	498.16455
70974	1197	482.4515
70974	1732	477.68713
70974	8636	472.7502
70974	5989	457.68295
70974	586	454.8547
70974	6365	454.82755
70974	4011	453.03818
70974	5669	442.95547
70974	2987	442.26117
70974	1307	441.60794
70974	4022	439.48343
70974	2329	437.5608
