8930	4993	3.495734
8930	356	2.74353
8930	1907	2.5589335
8930	260	2.3252084
8930	364	2.3078816
8930	2018	2.189658
8930	3205	2.1090035
8930	4794	2.101657
8930	3587	2.0017273
8930	3216	1.9930655
8930	1214	1.970273
8930	2762	1.9067979
8930	1073	1.8781184
8930	3578	1.8122855
8930	841	1.7318374
8930	40815	1.7132751
8930	1197	1.706792
8930	6140	1.7056577
8930	2782	1.6767093
8930	6502	1.6685607
8930	1329	1.6679934
8930	5618	1.6523196
8930	2634	1.6393164
8930	5218	1.5917262
8930	26122	1.5779496
8930	2784	1.5771382
8930	4963	1.5401903
8930	4533	1.5342103
8930	2858	1.520013
8930	1517	1.5024991
8930	33493	1.4904721
8930	2355	1.4563242
8930	4720	1.4552459
8930	7103	1.4231601
8930	3751	1.4042078
8930	318	1.4039627
8930	1991	1.3872836
8930	500	1.3832655
8930	3837	1.3314323
8930	41014	1.3193127
8930	2716	1.3047351
8930	4437	1.2974026
8930	2700	1.2790588
8930	4195	1.2783796
8930	1994	1.2667335
8930	31658	1.2380582
8930	2706	1.2259063
8930	8855	1.2235959
8930	1339	1.21825
8930	8644	1.2100425
1510	356	1.5950643
1510	2571	1.3951586
1510	4226	1.3429935
1510	296	1.2802298
1510	4308	1.1102849
1510	2706	1.0832814
1510	8970	1.0307816
1510	4896	0.9553038
1510	8360	0.931591
1510	5066	0.89809877
1510	8368	0.83942163
1510	48780	0.8120993
1510	58107	0.8060258
1510	47518	0.7913169
1510	47382	0.7910512
1510	4973	0.7332566
1510	8784	0.71896684
1510	54001	0.7154026
1510	48394	0.7137109
1510	1580	0.70808196
1510	61123	0.6990304
1510	2502	0.6949215
1510	1196	0.6921591
1510	49530	0.68881476
1510	46976	0.6864115
1510	46578	0.6840228
1510	260	0.6795034
1510	31685	0.678667
1510	54286	0.6657079
1510	44193	0.66429555
1510	1485	0.66407627
1510	597	0.65664023
1510	47	0.6562135
1510	2671	0.64857686
1510	49286	0.6398742
1510	7254	0.63837916
1510	1246	0.62521005
1510	6711	0.6214547
1510	32587	0.617028
1510	46062	0.61408794
1510	60069	0.6096411
1510	44195	0.590497
1510	33679	0.58689076
1510	39183	0.56369245
1510	50	0.559232
1510	54503	0.55071557
1510	38798	0.549844
1510	2683	0.5441431
1510	480	0.5430516
1510	110	0.52533877
70974	593	3.0584269
70974	2959	2.8829935
70974	4226	2.5271287
70974	165	2.3195038
70974	1198	2.3037083
70974	104	2.2471306
70974	7361	2.0418386
70974	4085	1.9280808
70974	1197	1.9241331
70974	2011	1.9208789
70974	5445	1.8362341
70974	2329	1.7336912
70974	1089	1.7044818
70974	3253	1.6708577
70974	2058	1.6661392
70974	2167	1.5568694
70974	1213	1.5396006
70974	4878	1.5369365
70974	8636	1.5086328
70974	4011	1.4877806
70974	2985	1.4663098
70974	2403	1.4430028
70974	3996	1.4242704
70974	1376	1.3740689
70974	1527	1.3322544
70974	5989	1.320604
70974	2005	1.3173686
70974	1275	1.3085456
70974	2949	1.2895454
70974	4223	1.2680595
70974	3421	1.2655079
70974	4002	1.2517574
70974	474	1.2193844
70974	51255	1.2058119
70974	6365	1.2010678
70974	1653	1.1699023
70974	380	1.1654578
70974	3527	1.1613774
70974	349	1.1270818
70974	3039	1.0917873
70974	4022	1.0820645
70974	6373	1.0733653
70974	8949	1.0525627
70974	3210	1.0461253
70974	3275	1.0321851
70974	35836	1.02449
70974	30707	1.0087796
70974	1252	1.0005977
70974	1732	0.99678093
70974	3897	0.9927074
36294	31658	2.9390416
36294	3000	2.9207962
36294	7153	2.6343675
36294	4993	2.6226804
36294	741	2.540109
36294	593	2.4644332
36294	356	2.2812498
36294	4226	2.1877124
36294	1210	2.1415303
36294	1196	2.0236392
36294	1089	1.6122304
36294	6377	1.590077
36294	541	1.5123785
36294	110	1.4828148
36294	2329	1.3447881
36294	48516	1.3346121
36294	1221	1.3254049
36294	5445	1.3194472
36294	1136	1.2932074
36294	480	1.2726443
36294	8253	1.2332467
36294	780	1.208624
36294	2011	1.1580639
36294	1356	1.1408577
36294	4085	1.1125436
36294	27660	1.1115047
36294	7361	1.0995603
36294	1080	1.0722752
36294	1206	1.0104376
36294	2949	0.99270266
36294	1215	0.9520534
36294	2948	0.9300028
36294	539	0.92215586
36294	2991	0.88401544
36294	8360	0.88239247
36294	3527	0.8793609
36294	223	0.877271
36294	1376	0.8768444
36294	2542	0.8732524
36294	6837	0.8554169
36294	1960	0.85095584
36294	3448	0.85066915
36294	2791	0.8398408
36294	2268	0.8365912
36294	1968	0.8270335
36294	7569	0.8115852
36294	1757	0.7833521
36294	2376	0.76216197
36294	500	0.7619914
36294	4896	0.76194054
52305	7153	2.6259122
52305	593	1.8287873
52305	296	1.7565279
52305	4014	1.1902392
52305	1307	1.1761162
52305	40815	1.1535957
52305	8360	1.1203014
52305	1198	0.98664385
52305	1517	0.9511536
52305	1304	0.93473095
52305	910	0.892014
52305	31658	0.8849989
52305	45722	0.8725372
52305	4995	0.8670304
52305	364	0.86470497
52305	858	0.8070345
52305	5418	0.7861688
52305	3948	0.7746725
52305	357	0.74592596
52305	5218	0.7336177
52305	1961	0.73055625
52305	8970	0.71754175
52305	5299	0.70819855
52305	1393	0.7071513
52305	48516	0.7060989
52305	5971	0.692616
52305	1080	0.6840246
52305	923	0.6769811
52305	2502	0.67115927
52305	2501	0.6297313
52305	1923	0.62913275
52305	904	0.6214858
52305	3114	0.60889125
52305	1022	0.6055993
52305	1258	0.59288746
52305	1252	0.5922278
52305	1784	0.580349
52305	43987	0.5674009
52305	2640	0.5637761
52305	26758	0.5605232
52305	2291	0.5595126
52305	1250	0.5563672
52305	2691	0.5505232
52305	8665	0.5470155
52305	2424	0.54613525
52305	6218	0.5406717
52305	524	0.54057086
52305	53996	0.54053086
52305	150	0.53995496
52305	7293	0.5383883
32538	7153	3.1398387
32538	296	2.9307606
32538	4306	2.800404
32538	356	2.4725256
32538	1270	2.2538273
32538	8961	2.0437303
32538	527	1.6592778
32538	7361	1.5155394
32538	47	1.5085337
32538	1200	1.4059455
32538	33794	1.370213
32538	1721	1.303637
32538	50	1.2969502
32538	32587	1.2111183
32538	2028	1.1590592
32538	778	1.1307565
