8930	2
8930	3450
8930	5
8930	6
8930	13
8930	21
8930	27
8930	39
8930	2019
8930	48
8930	62
8930	1873
8930	110
8930	141
8930	150
8930	153
8930	165
8930	235
8930	244
8930	260
8930	296
8930	328
8930	337
8930	356
8930	364
8930	380
8930	382
8930	410
8930	442
8930	480
8930	500
8930	512
8930	520
8930	531
8930	551
8930	558
8930	586
8930	589
8930	4382
8930	153
8930	593
8930	594
8930	595
8930	606
8930	610
8930	661
8930	709
8930	733
8930	735
8930	801
1510	25934
1510	318
1510	58559
1510	296
1510	7153
1510	48516
1510	
1510	356
1510	2959
1510	2571
1510	593
1510	
1510	1213
1510	48780
1510	3147
1510	2858
1510	8132
1510	5995
1510	3504
1510	527
1510	
1510	
1510	60405
1510	45664
1510	1921
1510	64957
1510	
1510	
1510	
1510	
1510	182
1510	7062
1510	1929
1510	6711
1510	52328
1510	1732
1510	382
1510	3550
1510	4892
1510	26614
1510	16
1510	
1510	63113
1510	
1510	
1510	
1510	3702
1510	283
1510	
1510	
70974	1967
70974	
70974	3949
70974	4973
70974	
70974	
70974	
70974	1929
70974	8154
70974	
70974	1172
70974	1217
70974	1206
70974	
70974	1960
70974	
70974	2762
70974	4878
70974	5445
70974	52328
70974	4720
70974	5995
70974	6
70974	1617
70974	4848
70974	
70974	48780
70974	4226
70974	56782
70974	55820
70974	7062
70974	1043
70974	
70974	3702
70974	
70974	
70974	
70974	1204
70974	6986
70974	1281
70974	1178
70974	1208
70974	1299
70974	6569
70974	
70974	60405
70974	748
70974	541
70974	5633
70974	48043
36294	1274
36294	
36294	4525
36294	
36294	
36294	587
36294	
36294	6261
36294	52885
36294	2810
36294	948
36294	60069
36294	2797
36294	50872
36294	6377
36294	8961
36294	
36294	
36294	
36294	
36294	
36294	
36294	
36294	
36294	
36294	34150
36294	
36294	1929
36294	
36294	1274
36294	1217
36294	
36294	
36294	
36294	59404
36294	7438
36294	
36294	
36294	
36294	6310
36294	7791
36294	
36294	4973
36294	
36294	
36294	2290
36294	1666
36294	1921
36294	43333
36294	1967
52305	
52305	
52305	4525
52305	6261
52305	
52305	
52305	
52305	
52305	
52305	
52305	34150
52305	
52305	1666
52305	1921
52305	1967
52305	2290
52305	2140
52305	1967
52305	2161
52305	41566
52305	4896
52305	1006
52305	56152
52305	1177
52305	6093
52305	2797
52305	4973
52305	8731
52305	
52305	
52305	1929
52305	
52305	4979
52305	30810
52305	
52305	1198
52305	2115
52305	7143
52305	8132
52305	110
52305	
52305	6682
52305	3668
52305	8731
52305	
52305	8597
52305	6377
52305	60069
52305	
52305	169
32538	
32538	
32538	4525
32538	6261
32538	
32538	
32538	
32538	
32538	
32538	
32538	34150
32538	
32538	1666
32538	1921
32538	1967
32538	2290
32538	2140
32538	1967
32538	2161
32538	59501
32538	4896
32538	1006
32538	56152
32538	1177
32538	6093
32538	2797
32538	4973
32538	8731
32538	
32538	
32538	1929
32538	
32538	4979
32538	30810
32538	
32538	1198
32538	2115
32538	7143
32538	8132
32538	110
32538	
32538	6682
32538	3668
32538	
32538	8597
32538	6377
32538	60069
32538	
32538	169
32538	948
62151	5995
62151	527
62151	1225
62151	2313
62151	515
62151	1183
62151	1172
62151	
62151	
62151	8731
62151	2797
62151	55052
62151	45664
62151	1929
62151	
62151	64957
62151	43333
62151	34608
62151	60405
62151	1960
62151	
62151	8132
62151	110
62151	7143
62151	6947
62151	4382
62151	1204
62151	1272
62151	3386
62151	6787
62151	1213
62151	16
62151	48516
62151	1089
62151	59404
62151	1729
62151	31485
62151	
62151	4973
62151	7826
62151	48043
62151	52328
62151	4878
62151	3949
62151	
62151	7062
62151	924
62151	
62151	3575
62151	748
21171	
21171	
21171	
21171	
21171	1274
21171	52885
21171	587
21171	4525
21171	
21171	6261
21171	2810
21171	4625
21171	
21171	382
21171	
21171	8607
21171	6261
21171	
21171	
21171	
21171	
21171	6233
21171	2181
21171	
21171	
21171	
21171	
21171	
21171	
21171	6799
21171	
21171	
21171	6487
21171	
21171	595
21171	
21171	
21171	
21171	
21171	
21171	
21171	5072
21171	
21171	34150
21171	
21171	948
21171	
21171	
21171	
21171	
6758	
6758	4973
6758	4720
6758	1967
6758	
6758	52328
6758	3949
6758	4878
6758	6711
6758	
6758	1929
6758	182
6758	1043
6758	7062
6758	1971
6758	4979
6758	283
6758	56782
6758	
6758	64957
6758	
6758	7198
6758	
6758	61323
6758	52328
6758	8949
6758	57669
6758	
6758	
6758	6310
6758	
6758	2256
6758	
6758	
6758	
6758	1296
6758	
6758	
6758	
6758	
6758	
6758	
6758	
6758	
6758	7842
6758	53123
6758	
6758	3303
6758	2895
6758	
63347	
63347	
63347	51540
63347	731
63347	4720
63347	2762
63347	59715
63347	6870
63347	5388
63347	5865
63347	48780
63347	4226
63347	
63347	4878
63347	2959
63347	2389
63347	
63347	4848
63347	8950
63347	3476
63347	3176
63347	7347
63347	51086
63347	2353
63347	
63347	4720
63347	5630
63347	593
63347	1344
63347	5294
63347	44759
63347	
63347	4020
63347	2726
63347	5235
63347	628
63347	4808
63347	
63347	765
63347	47810
63347	2810
63347	6310
63347	
63347	6130
63347	6184
63347	
63347	2353
63347	3932
63347	
63347	
71420	260
71420	260
71420	260
71420	260
71420	260
71420	260
71420	1198
71420	1291
71420	480
71420	480
71420	1097
71420	1946
71420	1946
71420	1946
71420	2571
71420	2571
71420	2571
71420	42013
71420	5952
71420	7153
71420	3404
71420	2028
71420	356
71420	318
71420	3147
71420	380
71420	53972
71420	165
71420	53972
71420	26726
71420	1608
71420	26614
71420	8665
71420	54286
71420	8636
71420	8636
71420	8636
71420	4306
71420	4306
71420	983
71420	5218
71420	5218
71420	60069
71420	4867
71420	50872
71420	31878
71420	6377
71420	4886
71420	8961
71420	52287
39861	260
39861	1291
39861	1196
39861	541
39861	1274
39861	587
39861	5072
39861	1199
39861	32
39861	1748
39861	1527
39861	2105
39861	3471
39861	347
39861	
39861	
39861	1043
39861	748
39861	6184
39861	5881
39861	1232
39861	
39861	26326
39861	48043
39861	1967
39861	
39861	
39861	4525
39861	6261
39861	
39861	2810
39861	52885
39861	
39861	
39861	6233
39861	
39861	34150
39861	
39861	
39861	
39861	46581
39861	
39861	1032
39861	42602
39861	8485
39861	4467
39861	4844
39861	1967
39861	6093
39861	2140
50510	25934
50510	25788
50510	6
50510	48516
50510	55765
50510	1466
50510	1227
50510	4169
50510	2194
50510	5464
50510	
50510	
50510	3606
50510	8334
50510	3949
50510	56782
50510	55820
50510	
50510	53123
50510	7062
50510	
50510	
50510	
50510	2329
50510	6016
50510	1089
50510	59404
50510	7438
50510	1729
50510	1732
50510	608
50510	555
50510	26117
50510	31485
50510	6
50510	1953
50510	3730
50510	41136
50510	2194
50510	53123
50510	25961
50510	30707
50510	
50510	2101
50510	1954
50510	1228
50510	2427
50510	1208
50510	1222
50510	55020
68722	3095
68722	1945
68722	1104
68722	926
68722	5352
68722	1248
68722	4432
68722	6273
68722	2940
68722	942
68722	1769
68722	6
68722	2066
68722	4426
68722	1938
68722	
68722	
68722	
68722	
68722	9002
68722	6669
68722	4879
68722	246
68722	8199
68722	8188
68722	
68722	7564
68722	6039
68722	
68722	1076
68722	5105
68722	64
68722	2511
68722	3093
68722	3152
68722	1953
68722	8042
68722	1228
68722	
68722	54513
68722	
68722	
68722	44694
68722	
68722	61361
68722	
68722	4625
68722	2810
68722	52885
68722	8607
13086	8132
13086	6947
13086	3753
13086	46653
13086	5633
13086	7458
13086	110
13086	1204
13086	7143
13086	4223
13086	2427
13086	4047
13086	1272
13086	
13086	3062
13086	3066
13086	48783
13086	50068
13086	
13086	4310
13086	
13086	4916
13086	1262
13086	2670
13086	3196
13086	3654
13086	6808
13086	2944
13086	1250
13086	1204
13086	505
13086	911
13086	933
13086	912
13086	8228
13086	5352
13086	3334
13086	1283
13086	4329
13086	4406
13086	7072
13086	3365
13086	2728
13086	6986
13086	1097
13086	3471
13086	150
13086	2028
13086	183
13086	1086
67189	25934
67189	25934
67189	1213
67189	16
67189	1089
67189	6
67189	48516
67189	1227
67189	1466
67189	55765
67189	25788
67189	5464
67189	
67189	3606
67189	1228
67189	8334
67189	1208
67189	1222
67189	1090
67189	2028
67189	
67189	
67189	296
67189	1729
67189	59404
67189	7438
67189	26117
67189	555
67189	662
67189	2959
67189	
67189	2329
67189	3160
67189	1673
67189	3949
67189	4640
67189	1732
67189	30810
67189	5902
67189	5673
67189	27773
67189	58559
67189	26152
67189	51662
67189	54286
67189	260
67189	260
67189	260
67189	260
67189	1080
40284	25934
40284	25934
40284	1213
40284	16
40284	6
40284	1617
40284	2194
40284	1466
40284	5464
40284	6870
40284	2329
40284	4995
40284	60405
40284	34608
40284	6206
40284	1183
40284	266
40284	110
40284	8132
40284	7458
40284	7143
40284	168
40284	527
40284	2028
40284	2285
40284	4963
40284	8984
40284	53322
40284	26614
40284	8665
40284	54286
40284	5445
40284	32031
40284	541
40284	541
40284	32
40284	52328
40284	1682
40284	2321
40284	39
40284	2572
40284	2671
40284	6942
40284	4823
40284	2340
40284	59995
40284	8533
40284	1777
40284	34162
40284	8368
34958	541
34958	48774
34958	2571
34958	5903
34958	5445
34958	
34958	
34958	52328
34958	44191
34958	1527
34958	519
34958	260
34958	260
34958	260
34958	
34958	3702
34958	54286
34958	5093
34958	53322
34958	
34958	4226
34958	4011
34958	2542
34958	2959
34958	296
34958	2329
34958	1673
34958	3160
34958	6711
34958	30810
34958	8376
34958	8917
34958	7293
34958	52328
34958	
34958	1704
34958	1682
34958	59995
34958	2273
34958	2273
34958	26614
34958	8665
34958	59404
34958	7438
34958	42013
34958	5952
34958	7153
34958	8529
34958	58559
34958	52328
24954	
24954	6
24954	31485
24954	
24954	1089
24954	4011
24954	2542
24954	2959
24954	296
24954	2329
24954	8132
24954	48516
24954	58559
24954	26152
24954	44191
24954	4226
24954	318
24954	25934
24954	25934
24954	1213
24954	
24954	33166
24954	60069
24954	1682
24954	52328
24954	48385
24954	8376
24954	35836
24954	231
24954	3671
24954	2791
24954	2060
24954	8917
24954	30810
24954	2324
24954	1954
24954	1954
24954	2571
24954	2916
24954	37830
24954	32587
24954	60069
24954	25750
24954	6569
24954	260
24954	260
24954	3671
24954	2019
24954	59404
24954	7438
2692	6
2692	31485
2692	4011
2692	2542
2692	778
2692	
2692	2959
2692	1089
2692	2797
2692	
2692	1466
2692	25934
2692	25934
2692	2389
2692	1617
2692	16
2692	48516
2692	25788
2692	
2692	283
2692	55820
2692	3949
2692	32587
2692	2329
2692	
2692	
2692	541
2692	1206
2692	2288
2692	55020
2692	2389
2692	1252
2692	1258
2692	4848
2692	
2692	4226
2692	2762
2692	
2692	731
2692	
2692	7062
2692	
2692	
2692	3575
2692	748
2692	48774
2692	
2692	608
2692	4332
2692	48780
35373	
35373	
35373	4525
35373	6261
35373	
35373	2810
35373	52885
35373	
35373	
35373	6233
35373	
35373	
35373	34150
35373	
35373	
35373	
35373	46581
35373	
35373	1032
35373	42602
35373	8485
35373	48043
35373	5881
35373	1232
35373	
35373	1353
35373	
35373	408
35373	8154
35373	7089
35373	
35373	4283
35373	61401
35373	587
35373	6184
35373	26326
35373	5072
35373	1199
35373	1748
35373	347
35373	541
35373	
35373	1043
35373	748
35373	48774
35373	1967
35373	266
35373	3863
35373	64957
35373	
